subscriber_id,plan,monthly_price,channel,cohort_month,activity_month,month_number,is_active
SUB0213,Pro,79,Paid Ads,2023-08,2024-07,11,1
SUB0214,Pro,79,Social Media,2022-12,2022-12,0,1
SUB0214,Pro,79,Social Media,2022-12,2023-01,1,1
SUB0214,Pro,79,Social Media,2022-12,2023-02,2,1
SUB0214,Pro,79,Social Media,2022-12,2023-03,3,1
SUB0214,Pro,79,Social Media,2022-12,2023-04,4,1
SUB0214,Pro,79,Social Media,2022-12,2023-05,5,1
SUB0214,Pro,79,Social Media,2022-12,2023-06,6,1
SUB0214,Pro,79,Social Media,2022-12,2023-07,7,1
SUB0214,Pro,79,Social Media,2022-12,2023-08,8,1
SUB0214,Pro,79,Social Media,2022-12,2023-09,9,1
SUB0214,Pro,79,Social Media,2022-12,2023-10,10,1
SUB0214,Pro,79,Social Media,2022-12,2023-11,11,1
SUB0214,Pro,79,Social Media,2022-12,2023-12,12,1
SUB0214,Pro,79,Social Media,2022-12,2024-01,13,1
SUB0215,Pro,79,Paid Ads,2023-09,2023-09,0,1
SUB0215,Pro,79,Paid Ads,2023-09,2023-10,1,1
SUB0215,Pro,79,Paid Ads,2023-09,2023-11,2,1
SUB0215,Pro,79,Paid Ads,2023-09,2023-12,3,1
SUB0215,Pro,79,Paid Ads,2023-09,2024-01,4,1
SUB0215,Pro,79,Paid Ads,2023-09,2024-02,5,1
SUB0215,Pro,79,Paid Ads,2023-09,2024-03,6,1
SUB0215,Pro,79,Paid Ads,2023-09,2024-04,7,1
SUB0215,Pro,79,Paid Ads,2023-09,2024-05,8,1
SUB0215,Pro,79,Paid Ads,2023-09,2024-06,9,1
SUB0215,Pro,79,Paid Ads,2023-09,2024-07,10,1
SUB0215,Pro,79,Paid Ads,2023-09,2024-08,11,1
SUB0215,Pro,79,Paid Ads,2023-09,2024-09,12,1
SUB0215,Pro,79,Paid Ads,2023-09,2024-10,13,1
SUB0215,Pro,79,Paid Ads,2023-09,2024-11,14,1
SUB0215,Pro,79,Paid Ads,2023-09,2024-12,15,1
SUB0216,Pro,79,Referral,2022-12,2022-12,0,1
SUB0216,Pro,79,Referral,2022-12,2023-01,1,1
SUB0216,Pro,79,Referral,2022-12,2023-02,2,1
SUB0216,Pro,79,Referral,2022-12,2023-03,3,1
SUB0216,Pro,79,Referral,2022-12,2023-04,4,1
SUB0216,Pro,79,Referral,2022-12,2023-05,5,1
SUB0216,Pro,79,Referral,2022-12,2023-06,6,1
SUB0216,Pro,79,Referral,2022-12,2023-07,7,1
SUB0216,Pro,79,Referral,2022-12,2023-08,8,1
SUB0216,Pro,79,Referral,2022-12,2023-09,9,1
SUB0216,Pro,79,Referral,2022-12,2023-10,10,1
SUB0216,Pro,79,Referral,2022-12,2023-11,11,1
SUB0216,Pro,79,Referral,2022-12,2023-12,12,1
SUB0217,Pro,79,Organic Search,2023-02,2023-02,0,1
SUB0217,Pro,79,Organic Search,2023-02,2023-03,1,1
SUB0217,Pro,79,Organic Search,2023-02,2023-04,2,1
SUB0217,Pro,79,Organic Search,2023-02,2023-05,3,1
SUB0217,Pro,79,Organic Search,2023-02,2023-06,4,1
SUB0217,Pro,79,Organic Search,2023-02,2023-07,5,1
SUB0217,Pro,79,Organic Search,2023-02,2023-08,6,1
SUB0217,Pro,79,Organic Search,2023-02,2023-09,7,1
SUB0217,Pro,79,Organic Search,2023-02,2023-10,8,1
SUB0217,Pro,79,Organic Search,2023-02,2023-11,9,1
SUB0217,Pro,79,Organic Search,2023-02,2023-12,10,1
SUB0217,Pro,79,Organic Search,2023-02,2024-01,11,1
SUB0217,Pro,79,Organic Search,2023-02,2024-02,12,1
SUB0217,Pro,79,Organic Search,2023-02,2024-03,13,1
SUB0217,Pro,79,Organic Search,2023-02,2024-04,14,1
SUB0217,Pro,79,Organic Search,2023-02,2024-05,15,1
SUB0217,Pro,79,Organic Search,2023-02,2024-06,16,1
SUB0217,Pro,79,Organic Search,2023-02,2024-07,17,1
SUB0217,Pro,79,Organic Search,2023-02,2024-08,18,1
SUB0217,Pro,79,Organic Search,2023-02,2024-09,19,1
SUB0217,Pro,79,Organic Search,2023-02,2024-10,20,1
SUB0217,Pro,79,Organic Search,2023-02,2024-11,21,1
SUB0217,Pro,79,Organic Search,2023-02,2024-12,22,1
SUB0218,Basic,29,Paid Ads,2023-09,2023-09,0,1
SUB0218,Basic,29,Paid Ads,2023-09,2023-10,1,1
SUB0218,Basic,29,Paid Ads,2023-09,2023-11,2,1
SUB0218,Basic,29,Paid Ads,2023-09,2023-12,3,1
SUB0218,Basic,29,Paid Ads,2023-09,2024-01,4,1
SUB0218,Basic,29,Paid Ads,2023-09,2024-02,5,1
SUB0219,Pro,79,Direct,2023-08,2023-08,0,1
SUB0219,Pro,79,Direct,2023-08,2023-09,1,1
SUB0219,Pro,79,Direct,2023-08,2023-10,2,1
SUB0219,Pro,79,Direct,2023-08,2023-11,3,1
SUB0219,Pro,79,Direct,2023-08,2023-12,4,1
SUB0219,Pro,79,Direct,2023-08,2024-01,5,1
SUB0219,Pro,79,Direct,2023-08,2024-02,6,1
SUB0219,Pro,79,Direct,2023-08,2024-03,7,1
SUB0219,Pro,79,Direct,2023-08,2024-04,8,1
SUB0219,Pro,79,Direct,2023-08,2024-05,9,1
SUB0219,Pro,79,Direct,2023-08,2024-06,10,1
SUB0219,Pro,79,Direct,2023-08,2024-07,11,1
SUB0219,Pro,79,Direct,2023-08,2024-08,12,1
SUB0219,Pro,79,Direct,2023-08,2024-09,13,1
SUB0219,Pro,79,Direct,2023-08,2024-10,14,1
SUB0219,Pro,79,Direct,2023-08,2024-11,15,1
SUB0219,Pro,79,Direct,2023-08,2024-12,16,1
SUB0220,Pro,79,Referral,2023-11,2023-11,0,1
SUB0220,Pro,79,Referral,2023-11,2023-12,1,1
SUB0220,Pro,79,Referral,2023-11,2024-01,2,1
SUB0220,Pro,79,Referral,2023-11,2024-02,3,1
SUB0220,Pro,79,Referral,2023-11,2024-03,4,1
SUB0220,Pro,79,Referral,2023-11,2024-04,5,1
SUB0220,Pro,79,Referral,2023-11,2024-05,6,1
SUB0220,Pro,79,Referral,2023-11,2024-06,7,1
SUB0220,Pro,79,Referral,2023-11,2024-07,8,1
SUB0220,Pro,79,Referral,2023-11,2024-08,9,1
SUB0220,Pro,79,Referral,2023-11,2024-09,10,1
SUB0220,Pro,79,Referral,2023-11,2024-10,11,1
SUB0220,Pro,79,Referral,2023-11,2024-11,12,1
SUB0220,Pro,79,Referral,2023-11,2024-12,13,1
SUB0221,Pro,79,Social Media,2023-08,2023-08,0,1
SUB0221,Pro,79,Social Media,2023-08,2023-09,1,1
SUB0221,Pro,79,Social Media,2023-08,2023-10,2,1
SUB0221,Pro,79,Social Media,2023-08,2023-11,3,1
SUB0221,Pro,79,Social Media,2023-08,2023-12,4,1
SUB0221,Pro,79,Social Media,2023-08,2024-01,5,1
SUB0221,Pro,79,Social Media,2023-08,2024-02,6,1
SUB0221,Pro,79,Social Media,2023-08,2024-03,7,1
SUB0221,Pro,79,Social Media,2023-08,2024-04,8,1
SUB0221,Pro,79,Social Media,2023-08,2024-05,9,1
SUB0221,Pro,79,Social Media,2023-08,2024-06,10,1
SUB0221,Pro,79,Social Media,2023-08,2024-07,11,1
SUB0221,Pro,79,Social Media,2023-08,2024-08,12,1
SUB0221,Pro,79,Social Media,2023-08,2024-09,13,1
SUB0221,Pro,79,Social Media,2023-08,2024-10,14,1
SUB0221,Pro,79,Social Media,2023-08,2024-11,15,1
SUB0221,Pro,79,Social Media,2023-08,2024-12,16,1
SUB0222,Pro,79,Direct,2023-07,2023-07,0,1
SUB0222,Pro,79,Direct,2023-07,2023-08,1,1
SUB0222,Pro,79,Direct,2023-07,2023-09,2,1
SUB0222,Pro,79,Direct,2023-07,2023-10,3,1
SUB0222,Pro,79,Direct,2023-07,2023-11,4,1
SUB0222,Pro,79,Direct,2023-07,2023-12,5,1
SUB0222,Pro,79,Direct,2023-07,2024-01,6,1
SUB0222,Pro,79,Direct,2023-07,2024-02,7,1
SUB0222,Pro,79,Direct,2023-07,2024-03,8,1
SUB0222,Pro,79,Direct,2023-07,2024-04,9,1
SUB0222,Pro,79,Direct,2023-07,2024-05,10,1
SUB0222,Pro,79,Direct,2023-07,2024-06,11,1
SUB0222,Pro,79,Direct,2023-07,2024-07,12,1
SUB0222,Pro,79,Direct,2023-07,2024-08,13,1
SUB0222,Pro,79,Direct,2023-07,2024-09,14,1
SUB0222,Pro,79,Direct,2023-07,2024-10,15,1
SUB0222,Pro,79,Direct,2023-07,2024-11,16,1
SUB0222,Pro,79,Direct,2023-07,2024-12,17,1
SUB0223,Pro,79,Paid Ads,2022-08,2022-08,0,1
SUB0223,Pro,79,Paid Ads,2022-08,2022-09,1,1
SUB0223,Pro,79,Paid Ads,2022-08,2022-10,2,1
SUB0223,Pro,79,Paid Ads,2022-08,2022-11,3,1
SUB0223,Pro,79,Paid Ads,2022-08,2022-12,4,1
SUB0223,Pro,79,Paid Ads,2022-08,2023-01,5,1
SUB0223,Pro,79,Paid Ads,2022-08,2023-02,6,1
SUB0223,Pro,79,Paid Ads,2022-08,2023-03,7,1
SUB0223,Pro,79,Paid Ads,2022-08,2023-04,8,1
SUB0223,Pro,79,Paid Ads,2022-08,2023-05,9,1
SUB0223,Pro,79,Paid Ads,2022-08,2023-06,10,1
SUB0223,Pro,79,Paid Ads,2022-08,2023-07,11,1
SUB0223,Pro,79,Paid Ads,2022-08,2023-08,12,1
SUB0223,Pro,79,Paid Ads,2022-08,2023-09,13,1
SUB0223,Pro,79,Paid Ads,2022-08,2023-10,14,1
SUB0224,Pro,79,Referral,2023-03,2023-03,0,1
SUB0224,Pro,79,Referral,2023-03,2023-04,1,1
SUB0224,Pro,79,Referral,2023-03,2023-05,2,1
SUB0224,Pro,79,Referral,2023-03,2023-06,3,1
SUB0224,Pro,79,Referral,2023-03,2023-07,4,1
SUB0224,Pro,79,Referral,2023-03,2023-08,5,1
SUB0224,Pro,79,Referral,2023-03,2023-09,6,1
SUB0225,Pro,79,Direct,2023-01,2023-01,0,1
SUB0225,Pro,79,Direct,2023-01,2023-02,1,1
SUB0225,Pro,79,Direct,2023-01,2023-03,2,1
SUB0225,Pro,79,Direct,2023-01,2023-04,3,1
SUB0225,Pro,79,Direct,2023-01,2023-05,4,1
SUB0225,Pro,79,Direct,2023-01,2023-06,5,1
SUB0225,Pro,79,Direct,2023-01,2023-07,6,1
SUB0225,Pro,79,Direct,2023-01,2023-08,7,1
SUB0225,Pro,79,Direct,2023-01,2023-09,8,1
SUB0225,Pro,79,Direct,2023-01,2023-10,9,1
SUB0225,Pro,79,Direct,2023-01,2023-11,10,1
SUB0225,Pro,79,Direct,2023-01,2023-12,11,1
SUB0225,Pro,79,Direct,2023-01,2024-01,12,1
SUB0225,Pro,79,Direct,2023-01,2024-02,13,1
SUB0225,Pro,79,Direct,2023-01,2024-03,14,1
SUB0225,Pro,79,Direct,2023-01,2024-04,15,1
SUB0225,Pro,79,Direct,2023-01,2024-05,16,1
SUB0225,Pro,79,Direct,2023-01,2024-06,17,1
SUB0225,Pro,79,Direct,2023-01,2024-07,18,1
SUB0225,Pro,79,Direct,2023-01,2024-08,19,1
SUB0225,Pro,79,Direct,2023-01,2024-09,20,1
SUB0225,Pro,79,Direct,2023-01,2024-10,21,1
SUB0225,Pro,79,Direct,2023-01,2024-11,22,1
SUB0225,Pro,79,Direct,2023-01,2024-12,23,1
SUB0226,Basic,29,Paid Ads,2022-12,2022-12,0,1
SUB0227,Pro,79,Paid Ads,2023-12,2023-12,0,1
SUB0228,Business,149,Paid Ads,2023-04,2023-04,0,1
SUB0228,Business,149,Paid Ads,2023-04,2023-05,1,1
SUB0228,Business,149,Paid Ads,2023-04,2023-06,2,1
SUB0228,Business,149,Paid Ads,2023-04,2023-07,3,1
SUB0229,Basic,29,Paid Ads,2023-11,2023-11,0,1
SUB0229,Basic,29,Paid Ads,2023-11,2023-12,1,1
SUB0229,Basic,29,Paid Ads,2023-11,2024-01,2,1
SUB0230,Enterprise,399,Direct,2023-08,2023-08,0,1
SUB0230,Enterprise,399,Direct,2023-08,2023-09,1,1
SUB0230,Enterprise,399,Direct,2023-08,2023-10,2,1
SUB0230,Enterprise,399,Direct,2023-08,2023-11,3,1
SUB0230,Enterprise,399,Direct,2023-08,2023-12,4,1
SUB0230,Enterprise,399,Direct,2023-08,2024-01,5,1
SUB0230,Enterprise,399,Direct,2023-08,2024-02,6,1
SUB0230,Enterprise,399,Direct,2023-08,2024-03,7,1
SUB0230,Enterprise,399,Direct,2023-08,2024-04,8,1
SUB0230,Enterprise,399,Direct,2023-08,2024-05,9,1
SUB0230,Enterprise,399,Direct,2023-08,2024-06,10,1
SUB0230,Enterprise,399,Direct,2023-08,2024-07,11,1
SUB0231,Business,149,Organic Search,2023-10,2023-10,0,1
SUB0231,Business,149,Organic Search,2023-10,2023-11,1,1
SUB0231,Business,149,Organic Search,2023-10,2023-12,2,1
SUB0231,Business,149,Organic Search,2023-10,2024-01,3,1
SUB0231,Business,149,Organic Search,2023-10,2024-02,4,1
SUB0231,Business,149,Organic Search,2023-10,2024-03,5,1
SUB0231,Business,149,Organic Search,2023-10,2024-04,6,1
SUB0231,Business,149,Organic Search,2023-10,2024-05,7,1
SUB0231,Business,149,Organic Search,2023-10,2024-06,8,1
SUB0231,Business,149,Organic Search,2023-10,2024-07,9,1
SUB0231,Business,149,Organic Search,2023-10,2024-08,10,1
SUB0231,Business,149,Organic Search,2023-10,2024-09,11,1
SUB0231,Business,149,Organic Search,2023-10,2024-10,12,1
SUB0231,Business,149,Organic Search,2023-10,2024-11,13,1
SUB0231,Business,149,Organic Search,2023-10,2024-12,14,1
SUB0232,Pro,79,Direct,2023-06,2023-06,0,1
SUB0232,Pro,79,Direct,2023-06,2023-07,1,1
SUB0232,Pro,79,Direct,2023-06,2023-08,2,1
SUB0232,Pro,79,Direct,2023-06,2023-09,3,1
SUB0232,Pro,79,Direct,2023-06,2023-10,4,1
SUB0232,Pro,79,Direct,2023-06,2023-11,5,1
SUB0232,Pro,79,Direct,2023-06,2023-12,6,1
SUB0232,Pro,79,Direct,2023-06,2024-01,7,1
SUB0232,Pro,79,Direct,2023-06,2024-02,8,1
SUB0232,Pro,79,Direct,2023-06,2024-03,9,1
SUB0232,Pro,79,Direct,2023-06,2024-04,10,1
SUB0232,Pro,79,Direct,2023-06,2024-05,11,1
SUB0232,Pro,79,Direct,2023-06,2024-06,12,1
SUB0232,Pro,79,Direct,2023-06,2024-07,13,1
SUB0232,Pro,79,Direct,2023-06,2024-08,14,1
SUB0233,Basic,29,Social Media,2023-07,2023-07,0,1
SUB0233,Basic,29,Social Media,2023-07,2023-08,1,1
SUB0233,Basic,29,Social Media,2023-07,2023-09,2,1
SUB0233,Basic,29,Social Media,2023-07,2023-10,3,1
SUB0233,Basic,29,Social Media,2023-07,2023-11,4,1
SUB0233,Basic,29,Social Media,2023-07,2023-12,5,1
SUB0233,Basic,29,Social Media,2023-07,2024-01,6,1
SUB0233,Basic,29,Social Media,2023-07,2024-02,7,1
SUB0233,Basic,29,Social Media,2023-07,2024-03,8,1
SUB0234,Pro,79,Paid Ads,2023-05,2023-05,0,1
SUB0234,Pro,79,Paid Ads,2023-05,2023-06,1,1
SUB0234,Pro,79,Paid Ads,2023-05,2023-07,2,1
SUB0234,Pro,79,Paid Ads,2023-05,2023-08,3,1
SUB0234,Pro,79,Paid Ads,2023-05,2023-09,4,1
SUB0234,Pro,79,Paid Ads,2023-05,2023-10,5,1
SUB0234,Pro,79,Paid Ads,2023-05,2023-11,6,1
SUB0234,Pro,79,Paid Ads,2023-05,2023-12,7,1
SUB0234,Pro,79,Paid Ads,2023-05,2024-01,8,1
SUB0234,Pro,79,Paid Ads,2023-05,2024-02,9,1
SUB0234,Pro,79,Paid Ads,2023-05,2024-03,10,1
SUB0234,Pro,79,Paid Ads,2023-05,2024-04,11,1
SUB0234,Pro,79,Paid Ads,2023-05,2024-05,12,1
SUB0234,Pro,79,Paid Ads,2023-05,2024-06,13,1
SUB0234,Pro,79,Paid Ads,2023-05,2024-07,14,1
SUB0234,Pro,79,Paid Ads,2023-05,2024-08,15,1
SUB0235,Basic,29,Organic Search,2022-11,2022-11,0,1
SUB0235,Basic,29,Organic Search,2022-11,2022-12,1,1
SUB0235,Basic,29,Organic Search,2022-11,2023-01,2,1
SUB0235,Basic,29,Organic Search,2022-11,2023-02,3,1
SUB0235,Basic,29,Organic Search,2022-11,2023-03,4,1
SUB0235,Basic,29,Organic Search,2022-11,2023-04,5,1
SUB0235,Basic,29,Organic Search,2022-11,2023-05,6,1
SUB0235,Basic,29,Organic Search,2022-11,2023-06,7,1
SUB0235,Basic,29,Organic Search,2022-11,2023-07,8,1
SUB0235,Basic,29,Organic Search,2022-11,2023-08,9,1
SUB0235,Basic,29,Organic Search,2022-11,2023-09,10,1
SUB0235,Basic,29,Organic Search,2022-11,2023-10,11,1
SUB0235,Basic,29,Organic Search,2022-11,2023-11,12,1
SUB0235,Basic,29,Organic Search,2022-11,2023-12,13,1
SUB0235,Basic,29,Organic Search,2022-11,2024-01,14,1
SUB0235,Basic,29,Organic Search,2022-11,2024-02,15,1
SUB0235,Basic,29,Organic Search,2022-11,2024-03,16,1
SUB0235,Basic,29,Organic Search,2022-11,2024-04,17,1
SUB0235,Basic,29,Organic Search,2022-11,2024-05,18,1
SUB0235,Basic,29,Organic Search,2022-11,2024-06,19,1
SUB0235,Basic,29,Organic Search,2022-11,2024-07,20,1
SUB0235,Basic,29,Organic Search,2022-11,2024-08,21,1
SUB0235,Basic,29,Organic Search,2022-11,2024-09,22,1
SUB0235,Basic,29,Organic Search,2022-11,2024-10,23,1
SUB0236,Business,149,Organic Search,2023-09,2023-09,0,1
SUB0236,Business,149,Organic Search,2023-09,2023-10,1,1
SUB0236,Business,149,Organic Search,2023-09,2023-11,2,1
SUB0236,Business,149,Organic Search,2023-09,2023-12,3,1
SUB0236,Business,149,Organic Search,2023-09,2024-01,4,1
SUB0236,Business,149,Organic Search,2023-09,2024-02,5,1
SUB0236,Business,149,Organic Search,2023-09,2024-03,6,1
SUB0236,Business,149,Organic Search,2023-09,2024-04,7,1
SUB0236,Business,149,Organic Search,2023-09,2024-05,8,1
SUB0236,Business,149,Organic Search,2023-09,2024-06,9,1
SUB0236,Business,149,Organic Search,2023-09,2024-07,10,1
SUB0236,Business,149,Organic Search,2023-09,2024-08,11,1
SUB0236,Business,149,Organic Search,2023-09,2024-09,12,1
SUB0236,Business,149,Organic Search,2023-09,2024-10,13,1
SUB0236,Business,149,Organic Search,2023-09,2024-11,14,1
SUB0236,Business,149,Organic Search,2023-09,2024-12,15,1
SUB0237,Business,149,Paid Ads,2023-01,2023-01,0,1
SUB0238,Basic,29,Direct,2022-04,2022-04,0,1
SUB0238,Basic,29,Direct,2022-04,2022-05,1,1
SUB0238,Basic,29,Direct,2022-04,2022-06,2,1
SUB0238,Basic,29,Direct,2022-04,2022-07,3,1
SUB0238,Basic,29,Direct,2022-04,2022-08,4,1
SUB0238,Basic,29,Direct,2022-04,2022-09,5,1
SUB0238,Basic,29,Direct,2022-04,2022-10,6,1
SUB0238,Basic,29,Direct,2022-04,2022-11,7,1
SUB0238,Basic,29,Direct,2022-04,2022-12,8,1
SUB0238,Basic,29,Direct,2022-04,2023-01,9,1
SUB0239,Pro,79,Direct,2023-08,2023-08,0,1
SUB0239,Pro,79,Direct,2023-08,2023-09,1,1
SUB0239,Pro,79,Direct,2023-08,2023-10,2,1
SUB0239,Pro,79,Direct,2023-08,2023-11,3,1
SUB0239,Pro,79,Direct,2023-08,2023-12,4,1
SUB0239,Pro,79,Direct,2023-08,2024-01,5,1
SUB0239,Pro,79,Direct,2023-08,2024-02,6,1
SUB0239,Pro,79,Direct,2023-08,2024-03,7,1
SUB0239,Pro,79,Direct,2023-08,2024-04,8,1
SUB0239,Pro,79,Direct,2023-08,2024-05,9,1
SUB0239,Pro,79,Direct,2023-08,2024-06,10,1
SUB0239,Pro,79,Direct,2023-08,2024-07,11,1
SUB0239,Pro,79,Direct,2023-08,2024-08,12,1
SUB0239,Pro,79,Direct,2023-08,2024-09,13,1
SUB0239,Pro,79,Direct,2023-08,2024-10,14,1
SUB0239,Pro,79,Direct,2023-08,2024-11,15,1
SUB0239,Pro,79,Direct,2023-08,2024-12,16,1
SUB0240,Basic,29,Organic Search,2022-11,2022-11,0,1
SUB0240,Basic,29,Organic Search,2022-11,2022-12,1,1
SUB0240,Basic,29,Organic Search,2022-11,2023-01,2,1
SUB0240,Basic,29,Organic Search,2022-11,2023-02,3,1
SUB0240,Basic,29,Organic Search,2022-11,2023-03,4,1
SUB0240,Basic,29,Organic Search,2022-11,2023-04,5,1
SUB0240,Basic,29,Organic Search,2022-11,2023-05,6,1
SUB0240,Basic,29,Organic Search,2022-11,2023-06,7,1
SUB0240,Basic,29,Organic Search,2022-11,2023-07,8,1
SUB0240,Basic,29,Organic Search,2022-11,2023-08,9,1
SUB0240,Basic,29,Organic Search,2022-11,2023-09,10,1
SUB0240,Basic,29,Organic Search,2022-11,2023-10,11,1
SUB0240,Basic,29,Organic Search,2022-11,2023-11,12,1
SUB0240,Basic,29,Organic Search,2022-11,2023-12,13,1
SUB0240,Basic,29,Organic Search,2022-11,2024-01,14,1
SUB0240,Basic,29,Organic Search,2022-11,2024-02,15,1
SUB0240,Basic,29,Organic Search,2022-11,2024-03,16,1
SUB0240,Basic,29,Organic Search,2022-11,2024-04,17,1
SUB0240,Basic,29,Organic Search,2022-11,2024-05,18,1
SUB0240,Basic,29,Organic Search,2022-11,2024-06,19,1
SUB0240,Basic,29,Organic Search,2022-11,2024-07,20,1
SUB0240,Basic,29,Organic Search,2022-11,2024-08,21,1
SUB0240,Basic,29,Organic Search,2022-11,2024-09,22,1
SUB0240,Basic,29,Organic Search,2022-11,2024-10,23,1
SUB0240,Basic,29,Organic Search,2022-11,2024-11,24,1
SUB0240,Basic,29,Organic Search,2022-11,2024-12,25,1
SUB0241,Pro,79,Social Media,2023-12,2023-12,0,1
SUB0241,Pro,79,Social Media,2023-12,2024-01,1,1
SUB0241,Pro,79,Social Media,2023-12,2024-02,2,1
SUB0241,Pro,79,Social Media,2023-12,2024-03,3,1
SUB0241,Pro,79,Social Media,2023-12,2024-04,4,1
SUB0241,Pro,79,Social Media,2023-12,2024-05,5,1
SUB0241,Pro,79,Social Media,2023-12,2024-06,6,1
SUB0241,Pro,79,Social Media,2023-12,2024-07,7,1
SUB0242,Pro,79,Direct,2023-12,2023-12,0,1
SUB0242,Pro,79,Direct,2023-12,2024-01,1,1
SUB0242,Pro,79,Direct,2023-12,2024-02,2,1
SUB0242,Pro,79,Direct,2023-12,2024-03,3,1
SUB0242,Pro,79,Direct,2023-12,2024-04,4,1
SUB0242,Pro,79,Direct,2023-12,2024-05,5,1
SUB0242,Pro,79,Direct,2023-12,2024-06,6,1
SUB0242,Pro,79,Direct,2023-12,2024-07,7,1
SUB0242,Pro,79,Direct,2023-12,2024-08,8,1
SUB0242,Pro,79,Direct,2023-12,2024-09,9,1
SUB0242,Pro,79,Direct,2023-12,2024-10,10,1
SUB0242,Pro,79,Direct,2023-12,2024-11,11,1
SUB0242,Pro,79,Direct,2023-12,2024-12,12,1
SUB0243,Pro,79,Social Media,2023-11,2023-11,0,1
SUB0243,Pro,79,Social Media,2023-11,2023-12,1,1
SUB0243,Pro,79,Social Media,2023-11,2024-01,2,1
SUB0243,Pro,79,Social Media,2023-11,2024-02,3,1
SUB0243,Pro,79,Social Media,2023-11,2024-03,4,1
SUB0243,Pro,79,Social Media,2023-11,2024-04,5,1
SUB0243,Pro,79,Social Media,2023-11,2024-05,6,1
SUB0243,Pro,79,Social Media,2023-11,2024-06,7,1
SUB0243,Pro,79,Social Media,2023-11,2024-07,8,1
SUB0243,Pro,79,Social Media,2023-11,2024-08,9,1
SUB0243,Pro,79,Social Media,2023-11,2024-09,10,1
SUB0243,Pro,79,Social Media,2023-11,2024-10,11,1
SUB0243,Pro,79,Social Media,2023-11,2024-11,12,1
SUB0243,Pro,79,Social Media,2023-11,2024-12,13,1
SUB0244,Pro,79,Direct,2023-03,2023-03,0,1
SUB0244,Pro,79,Direct,2023-03,2023-04,1,1
SUB0244,Pro,79,Direct,2023-03,2023-05,2,1
SUB0244,Pro,79,Direct,2023-03,2023-06,3,1
SUB0244,Pro,79,Direct,2023-03,2023-07,4,1
SUB0244,Pro,79,Direct,2023-03,2023-08,5,1
SUB0244,Pro,79,Direct,2023-03,2023-09,6,1
SUB0245,Pro,79,Direct,2022-04,2022-04,0,1
SUB0245,Pro,79,Direct,2022-04,2022-05,1,1
SUB0245,Pro,79,Direct,2022-04,2022-06,2,1
SUB0245,Pro,79,Direct,2022-04,2022-07,3,1
SUB0245,Pro,79,Direct,2022-04,2022-08,4,1
SUB0245,Pro,79,Direct,2022-04,2022-09,5,1
SUB0245,Pro,79,Direct,2022-04,2022-10,6,1
SUB0245,Pro,79,Direct,2022-04,2022-11,7,1
SUB0245,Pro,79,Direct,2022-04,2022-12,8,1
SUB0245,Pro,79,Direct,2022-04,2023-01,9,1
SUB0245,Pro,79,Direct,2022-04,2023-02,10,1
SUB0245,Pro,79,Direct,2022-04,2023-03,11,1
SUB0245,Pro,79,Direct,2022-04,2023-04,12,1
SUB0245,Pro,79,Direct,2022-04,2023-05,13,1
SUB0245,Pro,79,Direct,2022-04,2023-06,14,1
SUB0245,Pro,79,Direct,2022-04,2023-07,15,1
SUB0245,Pro,79,Direct,2022-04,2023-08,16,1
SUB0245,Pro,79,Direct,2022-04,2023-09,17,1
SUB0246,Pro,79,Paid Ads,2023-12,2023-12,0,1
SUB0247,Pro,79,Social Media,2023-04,2023-04,0,1
SUB0247,Pro,79,Social Media,2023-04,2023-05,1,1
SUB0247,Pro,79,Social Media,2023-04,2023-06,2,1
SUB0247,Pro,79,Social Media,2023-04,2023-07,3,1
SUB0247,Pro,79,Social Media,2023-04,2023-08,4,1
SUB0247,Pro,79,Social Media,2023-04,2023-09,5,1
SUB0247,Pro,79,Social Media,2023-04,2023-10,6,1
SUB0247,Pro,79,Social Media,2023-04,2023-11,7,1
SUB0247,Pro,79,Social Media,2023-04,2023-12,8,1
SUB0247,Pro,79,Social Media,2023-04,2024-01,9,1
SUB0247,Pro,79,Social Media,2023-04,2024-02,10,1
SUB0247,Pro,79,Social Media,2023-04,2024-03,11,1
SUB0247,Pro,79,Social Media,2023-04,2024-04,12,1
SUB0247,Pro,79,Social Media,2023-04,2024-05,13,1
SUB0247,Pro,79,Social Media,2023-04,2024-06,14,1
SUB0247,Pro,79,Social Media,2023-04,2024-07,15,1
SUB0247,Pro,79,Social Media,2023-04,2024-08,16,1
SUB0247,Pro,79,Social Media,2023-04,2024-09,17,1
SUB0247,Pro,79,Social Media,2023-04,2024-10,18,1
SUB0247,Pro,79,Social Media,2023-04,2024-11,19,1
SUB0247,Pro,79,Social Media,2023-04,2024-12,20,1
SUB0248,Pro,79,Paid Ads,2023-12,2023-12,0,1
SUB0248,Pro,79,Paid Ads,2023-12,2024-01,1,1
SUB0248,Pro,79,Paid Ads,2023-12,2024-02,2,1
SUB0248,Pro,79,Paid Ads,2023-12,2024-03,3,1
SUB0248,Pro,79,Paid Ads,2023-12,2024-04,4,1
SUB0248,Pro,79,Paid Ads,2023-12,2024-05,5,1
SUB0248,Pro,79,Paid Ads,2023-12,2024-06,6,1
SUB0248,Pro,79,Paid Ads,2023-12,2024-07,7,1
SUB0248,Pro,79,Paid Ads,2023-12,2024-08,8,1
SUB0248,Pro,79,Paid Ads,2023-12,2024-09,9,1
SUB0248,Pro,79,Paid Ads,2023-12,2024-10,10,1
